HF538971.1_3 HF538869.1_7 HF539313.1_2 HF539072.1_7 HF539095.1_2 HF539325.1_21 HF539299.1_2 HF539072.1_6 HF538868.1_4 HF538805.1_3 HF539318.1_8 HF539210.1_20 HF538852.1_13 HF539311.1_4 HF538698.1_2 HF539037.1_11 HF539309.1_19 HF539232.1_2 HF538977.1_6 HF538994.1_3 HF538971.1_2 HF538878.1_11 HF538945.1_26 HF539325.1_30 HF538733.1_17 HF539278.1_1 HF538878.1_17 HF539117.1_4 HF538706.1_2 HF538763.1_1 HF538729.1_2 HF539197.1_2 HF538641.1_2 HF539095.1_12 HF539047.1_1 HF538938.1_4 HF538878.1_18 HF538706.1_1 HF538788.1_6 HF538928.1_3 HF539318.1_4 HF538805.1_6 HF539318.1_5 HF539240.1_2 HF539072.1_1 HF539315.1_8 HF538671.1_4 HF539218.1_1 HF538805.1_5 HF539110.1_2 HF539198.1_1 HF539284.1_1 HF538747.1_18 HF538836.1_1 HF538918.1_2 HF538939.1_3 HF539283.1_1 HF538787.1_1 HF539316.1_16 HF538845.1_1 HF539268.1_1 HF539315.1_10 HF539086.1_1 HF538833.1_4 HF539037.1_1 HF539047.1_2 HF539075.1_1 HF538837.1_1 
HF539320.1_11 HF538878.1_15 HF538999.1_2 HF538801.1_30 HF539095.1_21 HF538869.1_12 HF539304.1_3 HF539309.1_42 HF539325.1_5 HF539299.1_21 HF538898.1_15 HF538747.1_6 HF538856.1_2 HF538963.1_5 HF538795.1_4 HF538733.1_18 HF539125.1_4 HF539200.1_2 HF538801.1_23 HF539290.1_2 HF539001.1_2 HF538978.1_21 HF539242.1_9 
HF539037.1_5 HF538898.1_13 HF538678.1_7 HF539055.1_7 HF539302.1_21 HF538958.1_9 HF539198.1_6 HF539117.1_8 HF539055.1_11 HF539302.1_9 HF539244.1_13 HF538733.1_14 HF539324.1_12 HF538990.1_1 HF539071.1_13 HF538751.1_4 HF539063.1_10 
HF539202.1_2 HF539099.1_1 HF538619.1_2 HF539189.1_1 HF539065.1_2 HF538619.1_1 HF539020.1_1 HF539202.1_3 HF539044.1_1 HF538717.1_1 HF538895.1_1 HF539281.1_1 HF538765.1_1 HF539140.1_2 
HF539162.1_1 HF538868.1_2 HF538749.1_88 HF538788.1_7 HF538801.1_28 HF539298.1_14 HF538854.1_3 HF538775.1_1 HF539092.1_14 
HF539303.1_2 HF539320.1_7 HF539200.1_1 HF539025.1_5 HF538747.1_8 HF539049.1_2 HF539159.1_2 
HF539318.1_3 HF539095.1_5 HF538977.1_20 HF538747.1_2 HF539300.1_5 HF538958.1_2 HF539150.1_2 
HF538767.1_3 HF539248.1_2 HF539032.1_4 HF539117.1_25 HF539197.1_1 HF539218.1_2 
HF539304.1_2 HF538999.1_3 HF539095.1_22 HF538747.1_7 HF539309.1_43 
HF539300.1_3 HF539032.1_3 HF538978.1_1 HF538801.1_26 HF539248.1_1 
HF538963.1_6 HF539232.1_3 HF538707.1_2 HF538741.1_11 HF538841.1_1 
HF538670.1_8 HF539257.1_6 HF539053.1_4 HF538767.1_7 HF539299.1_26 
HF539006.1_26 HF539296.1_26 HF539095.1_1 HF538760.1_1 
HF539071.1_11 HF539071.1_10 HF539067.1_1 HF538652.1_2 
HF539320.1_10 HF538733.1_19 HF539242.1_8 HF538712.1_1 
HF538734.1_1 HF538840.1_3 HF539270.1_2 HF538728.1_1 
HF539304.1_20 HF539195.1_3 HF539117.1_26 
HF538670.1_29 HF538670.1_30 HF539210.1_1 
HF539107.1_6 HF539298.1_8 HF539017.1_2 
HF539325.1_12 HF539092.1_7 HF539121.1_2 
HF539032.1_2 HF538801.1_12 HF538801.1_2 
HF539302.1_13 HF538996.1_3 HF538715.1_1 
HF538860.1_2 HF538980.1_1 HF538865.1_1 
HF538698.1_5 HF539006.1_2 HF538768.1_6 
HF538869.1_9 HF539326.1_19 HF538692.1_20 
HF539057.1_1 HF539279.1_1 HF539307.1_5 
HF538818.1_1 HF539008.1_1 HF538809.1_1 
HF539325.1_19 HF539073.1_1 HF539311.1_6 
HF539309.1_24 HF539309.1_10 HF538986.1_10 
HF538621.1_3 HF538788.1_1 HF538840.1_2 
HF538854.1_4 HF539326.1_18 HF538674.1_1 
HF539309.1_18 HF538801.1_29 HF539302.1_19 
HF538869.1_6 HF538809.1_7 HF538749.1_57 
HF539309.1_9 HF539108.1_12 HF539252.1_1 
HF539054.1_3 HF539318.1_13 HF538749.1_16 
HF538776.1_6 HF539292.1_1 HF538634.1_5 
HF539071.1_1 HF538972.1_1 HF538681.1_1 
HF538976.1_1 HF539134.1_1 HF538962.1_5 
HF539244.1_6 HF538749.1_101 
HF538797.1_1 
HF539026.1_1 
HF539099.1_7 
HF539205.1_1 
HF539235.1_1 
HF538627.1_3 
HF538656.1_1 
HF538657.1_1 
HF538699.1_6 
HF538898.1_9 
HF538959.1_8 
HF539104.1_2 
HF539255.1_1 
HF539265.1_3 
HF539318.1_24 
HF538806.1_1 
HF539055.1_3 
HF539164.1_1 
HF539208.1_1 
HF539220.1_2 
HF539282.1_1 
HF539325.1_36 
HF538676.1_1 
HF538848.1_10 
HF539099.1_4 
HF539101.1_4 
HF539171.1_1 
HF539314.1_2 
HF538673.1_1 
HF538699.1_8 
HF538741.1_1 
HF538748.1_7 
HF538893.1_2 
HF538914.1_1 
HF538977.1_24 
HF539299.1_12 
HF538723.1_1 
HF538776.1_9 
HF538821.1_7 
HF539053.1_7 
HF539095.1_13 
HF539274.1_2 
HF538683.1_1 
HF538745.1_1 
HF538825.1_2 
HF538847.1_2 
HF538939.1_2 
HF539032.1_6 
HF539118.1_1 
HF539260.1_1 
HF539298.1_1 
HF539309.1_13 
HF539316.1_9 
HF539319.1_1 
HF539322.1_6 
HF539322.1_7 
HF539325.1_34 
HF538791.1_2 
HF538801.1_19 
HF538893.1_3 
HF538898.1_1 
HF539133.1_2 
HF539138.1_1 
HF539288.1_1 
HF539302.1_14 
HF538648.1_1 
HF538779.1_1 
HF538834.1_1 
HF538848.1_6 
HF538978.1_16 
HF539003.1_1 
HF539081.1_1 
HF539269.1_2 
HF538680.1_2 
HF538707.1_1 
HF538746.1_1 
HF538769.1_1 
HF539022.1_1 
HF539160.1_1 
HF539301.1_16 
HF539325.1_33 
HF538870.1_2 
HF538981.1_1 
HF539007.1_1 
HF539055.1_4 
HF539206.1_1 
HF539232.1_8 
HF539295.1_3 
HF538633.1_1 
HF538716.1_1 
HF539053.1_8 
HF539190.1_1 
HF539221.1_2 
HF539322.1_9 
HF538633.1_2 
HF538670.1_22 
HF538857.1_1 
HF538894.1_9 
HF539115.1_1 
HF539251.1_1 
HF538761.1_12 
HF538812.1_2 
HF538984.1_2 
HF539015.1_2 
HF539272.1_1 
HF538701.1_1 
HF538716.1_2 
HF538848.1_1 
HF538860.1_1 
HF538862.1_1 
HF538902.1_1 
HF538928.1_1 
HF538959.1_4 
HF538968.1_1 
HF538977.1_22 
HF539093.1_1 
HF539154.1_1 
HF539236.1_1 
HF539262.1_1 
HF539296.1_29 
HF539309.1_3 
HF539318.1_17 
HF538931.1_1 
HF538969.1_1 
HF539078.1_1 
HF539223.1_1 
HF539291.1_1 
HF539298.1_5 
HF539326.1_32 
HF538623.1_1 
HF538759.1_1 
HF538946.1_14 
HF539103.1_1 
HF539244.1_18 
HF538618.1_1 
HF538661.1_1 
HF538695.1_1 
HF538830.1_1 
HF539092.1_9 
HF539102.1_2 
HF539312.1_10 
HF538633.1_6 
HF538692.1_7 
HF538709.1_1 
HF538715.1_3 
HF538737.1_2 
HF538757.1_2 
HF538761.1_10 
HF538766.1_4 
HF538841.1_2 
HF538849.1_1 
HF538893.1_5 
HF538991.1_1 
HF539004.1_1 
HF539122.1_1 
HF539322.1_33 
HF539322.1_42 
HF538659.1_2 
HF538671.1_1 
HF538678.1_2 
HF538685.1_1 
HF538697.1_1 
HF538776.1_1 
HF538937.1_1 
HF538977.1_17 
HF539000.1_1 
HF539185.1_1 
HF539198.1_4 
HF539302.1_16 
HF538654.1_1 
HF538686.1_2 
HF538749.1_70 
HF538815.1_1 
HF538894.1_5 
HF538963.1_1 
HF539037.1_10 
HF539092.1_8 
HF539257.1_1 
HF539282.1_5 
HF538638.1_1 
HF538719.1_1 
HF538747.1_9 
HF538767.1_2 
HF538900.1_1 
HF538918.1_1 
HF538945.1_3 
HF538996.1_8 
HF539037.1_4 
HF539132.1_1 
HF539204.1_1 
HF539245.1_1 
HF539310.1_2 
HF538714.1_3 
HF538893.1_12 
HF539101.1_6 
HF539299.1_3 
HF539307.1_3 
HF538953.1_1 
HF539229.1_2 
HF539322.1_20 
HF538631.1_1 
HF538726.1_1 
HF538848.1_9 
HF538946.1_11 
HF538978.1_17 
HF539053.1_5 
HF539166.1_1 
HF539193.1_2 
HF538664.1_1 
HF538742.1_1 
HF538778.1_1 
HF538965.1_1 
HF539199.1_3 
HF539244.1_25 
HF539271.1_5 
HF538731.1_1 
HF538754.1_6 
HF538768.1_5 
HF538801.1_13 
HF538848.1_7 
HF538868.1_1 
HF538945.1_12 
HF538947.1_1 
HF539144.1_1 
HF539267.1_2 
HF539269.1_1 
HF539300.1_13 
HF538694.1_2 
HF538893.1_4 
HF539080.1_1 
HF539111.1_1 
HF539199.1_5 
HF539307.1_6 
HF539322.1_45 
HF539323.1_1 
HF538852.1_5 
HF538965.1_2 
HF539316.1_5 
HF538878.1_3 
HF538924.1_1 
HF539028.1_2 
HF539101.1_2 
HF539117.1_36 
HF539140.1_1 
HF538909.1_1 
HF538940.1_1 
HF538959.1_3 
HF539289.1_9 
HF539298.1_12 
HF539322.1_38 
HF538777.1_1 
HF538823.1_1 
HF538886.1_2 
HF539055.1_2 
HF539202.1_1 
HF539322.1_13 
HF539323.1_2 
HF538675.1_1 
HF538801.1_59 
HF538828.1_1 
HF538852.1_4 
HF538897.1_2 
HF538984.1_8 
HF539028.1_4 
HF539191.1_1 
HF539299.1_1 
HF538621.1_2 
HF538748.1_1 
HF538821.1_5 
HF538878.1_1 
HF538892.1_1 
HF539104.1_1 
HF539117.1_18 
HF539205.1_2 
HF539298.1_6 
HF539322.1_1 
HF538809.1_2 
HF538814.1_1 
HF539034.1_6 
HF539065.1_1 
HF539203.1_1 
HF539300.1_9 
HF539317.1_5 
HF538650.1_2 
HF538679.1_1 
HF538750.1_3 
HF538761.1_24 
HF538904.1_2 
HF539166.1_2 
HF539174.1_2 
HF539177.1_1 
HF539253.1_1 
HF538625.1_1 
HF538679.1_2 
HF538699.1_10 
HF538761.1_11 
HF538957.1_2 
HF539199.1_2 
HF539216.1_2 
HF539238.1_1 
HF539246.1_2 
HF538814.1_4 
HF538852.1_2 
HF539085.1_8 
HF539187.1_2 
HF539305.1_3 
HF539322.1_31 
HF538699.1_3 
HF538821.1_3 
HF538827.1_7 
HF538878.1_14 
HF538938.1_2 
HF538977.1_23 
HF539092.1_10 
HF539110.1_1 
HF539228.1_1 
HF539320.1_16 
HF538842.1_2 
HF538848.1_11 
HF538908.1_4 
HF538960.1_8 
HF539017.1_7 
HF539225.1_3 
HF538738.1_3 
HF538812.1_1 
HF538856.1_1 
HF538878.1_7 
HF538945.1_6 
HF539191.1_2 
HF539192.1_2 
HF539285.1_4 
HF538633.1_3 
HF538769.1_2 
HF538847.1_1 
HF538848.1_12 
HF538996.1_1 
HF538622.1_1 
HF538642.1_1 
HF538692.1_15 
HF538799.1_1 
HF538805.1_2 
HF538842.1_1 
HF538848.1_3 
HF539062.1_1 
HF539139.1_1 
HF539273.1_1 
HF538709.1_2 
HF538880.1_2 
HF539054.1_1 
HF539108.1_13 
HF539276.1_2 
HF539322.1_34 
HF538691.1_1 
HF538796.1_1 
HF538858.1_5 
HF538878.1_2 
HF538899.1_2 
HF538905.1_2 
HF539034.1_1 
HF539216.1_4 
HF539302.1_11 
HF538724.1_1 
HF538978.1_10 
HF539006.1_9 
HF539050.1_2 
HF539322.1_14 
HF539322.1_16 
HF538660.1_2 
HF538748.1_6 
HF538772.1_4 
HF538908.1_2 
HF539233.1_2 
HF538627.1_2 
HF538714.1_1 
HF538892.1_2 
HF538942.1_1 
HF538978.1_11 
HF539216.1_3 
HF538722.1_2 
HF538917.1_1 
HF539012.1_1 
HF538670.1_2 
HF538694.1_1 
HF538734.1_8 
HF538790.1_2 
HF538899.1_1 
HF539225.1_4 
HF539232.1_4 
HF539267.1_1 
HF538979.1_2 
HF539005.1_1 
HF539006.1_37 
HF539017.1_1 
HF539064.1_2 
HF539209.1_1 
HF539215.1_1 
HF538652.1_1 
HF538744.1_3 
HF538854.1_2 
HF538917.1_2 
HF539070.1_1 
HF539142.1_1 
HF539322.1_23 
HF538770.1_3 
HF539006.1_30 
HF539019.1_1 
HF539049.1_1 
HF539167.1_1 
HF539293.1_1 
HF539321.1_12 
HF538747.1_10 
HF538825.1_1 
HF539062.1_2 
HF539088.1_1 
HF539201.1_1 
HF539271.1_4 
HF539319.1_21 
HF538720.1_3 
HF538766.1_3 
HF539101.1_3 
HF539119.1_2 
HF539240.1_1 
HF539312.1_1 
HF538682.1_1 
HF538908.1_6 
HF539148.1_1 
HF539319.1_24 
HF538749.1_12 
HF538750.1_4 
HF538879.1_1 
HF538774.1_1 
HF539085.1_14 
HF539326.1_27 
HF538879.1_2 
HF539034.1_2 
HF539102.1_1 
HF539136.1_1 
HF539305.1_1 
HF539306.1_3 
HF539322.1_39 
HF539164.1_2 
HF539305.1_2 
HF539005.1_4 
HF539048.1_1 
HF539228.1_2 
HF539285.1_1 
HF538625.1_3 
HF538964.1_6 
HF539159.1_1 
HF539170.1_1 
HF538639.1_1 
HF538643.1_2 
HF538733.1_11 
HF538912.1_5 
HF539073.1_2 
HF539230.1_2 
HF539233.1_1 
HF539264.1_2 
HF539063.1_9 
HF539182.1_2 
HF538997.1_1 
HF539186.1_1 
HF539301.1_20 
HF538746.1_2 
HF538773.1_6 
HF538946.1_1 
HF538964.1_9 
HF539083.1_2 
HF539200.1_3 
HF538717.1_2 
HF539096.1_1 
HF539221.1_1 
HF539312.1_28 
HF538883.1_1 
HF539295.1_4 
HF538908.1_1 
HF538999.1_1 
HF539123.1_1 
HF539192.1_1 
HF538966.1_1 
HF539226.1_2 
