HF539850.1_5 HF539773.1_2 HF539942.1_19 HF540265.1_2 HF539830.1_2 HF539358.1_2 HF540188.1_7 HF539708.1_16 HF539564.1_2 HF539925.1_2 HF539374.1_2 HF540357.1_6 HF540272.1_8 HF539564.1_8 HF540172.1_15 HF539931.1_5 HF539638.1_22 HF539564.1_3 HF539668.1_3 HF540188.1_3 HF539364.1_5 HF540097.1_3 HF540020.1_14 HF540172.1_2 HF540020.1_9 HF540415.1_2 HF539328.1_11 HF539760.1_4 HF539328.1_8 HF539986.1_8 HF539878.1_1 HF540272.1_10 HF540436.1_12 HF539478.1_1 HF539882.1_8 HF540269.1_2 HF540020.1_15 HF539439.1_6 HF539986.1_6 HF540020.1_16 HF540432.1_7 HF540084.1_14 HF539732.1_4 HF539328.1_12 HF539328.1_19 HF539786.1_1 HF539416.1_7 HF540430.1_2 HF539755.1_8 HF539358.1_3 HF539563.1_1 HF539702.1_1 HF539931.1_1 HF540269.1_1 HF539773.1_3 HF539490.1_1 HF539636.1_5 HF539731.1_2 HF539732.1_2 HF539711.1_1 HF539734.1_2 HF539480.1_1 HF539648.1_1 HF539572.1_3 HF539328.1_16 HF540104.1_3 HF539832.1_1 HF540230.1_1 HF540433.1_9 HF539576.1_1 HF539522.1_1 HF540084.1_12 HF540423.1_1 HF539450.1_1 HF540439.1_9 HF540376.1_3 HF539755.1_1 HF540356.1_1 HF539828.1_1 HF540024.1_2 HF539467.1_1 HF540378.1_1 HF539374.1_3 HF540149.1_28 HF539802.1_2 HF539328.1_17 HF539891.1_1 HF540461.1_5 HF540014.1_1 HF540404.1_1 HF539755.1_9 HF539709.1_1 HF539905.1_1 HF540069.1_1 HF539563.1_7 HF540337.1_1 HF539966.1_1 HF539910.1_1 HF540270.1_2 HF539639.1_6 HF539520.1_1 HF539885.1_1 HF539702.1_2 HF539648.1_3 HF539721.1_1 HF540132.1_1 HF540307.1_1 HF540129.1_2 
HF539943.1_14 HF539953.1_2 HF540034.1_2 HF539792.1_2 HF539638.1_2 HF539726.1_3 HF540084.1_24 HF539413.1_2 HF539627.1_1 HF539335.1_2 HF540174.1_9 HF539438.1_1 HF539518.1_5 HF540299.1_7 HF540256.1_4 HF539401.1_1 HF539859.1_7 HF539892.1_2 HF539668.1_4 HF539943.1_7 HF540166.1_1 HF539983.1_4 HF540188.1_12 HF540291.1_1 HF540454.1_3 HF539924.1_1 HF539746.1_1 HF540173.1_1 
HF539979.1_1 HF539638.1_27 HF539380.1_1 HF539684.1_2 HF539497.1_2 HF539502.1_1 HF539493.1_3 HF539606.1_4 HF539683.1_1 HF539864.1_1 HF539488.1_1 HF540148.1_1 HF539976.1_1 HF540014.1_2 HF539834.1_1 HF539478.1_14 HF539740.1_1 HF540344.1_1 HF539604.1_1 HF539957.1_4 HF539497.1_1 HF540288.1_1 HF540331.1_1 HF539569.1_1 
HF539638.1_4 HF539999.1_1 HF540357.1_4 HF539624.1_7 HF539999.1_2 HF540228.1_6 HF540412.1_4 HF540449.1_6 HF539942.1_27 HF539873.1_4 HF539416.1_11 HF540181.1_3 HF539921.1_2 HF540246.1_1 HF540251.1_9 HF539641.1_4 HF539624.1_6 HF539911.1_1 HF540228.1_7 HF539752.1_2 HF540436.1_5 HF539506.1_1 
HF539756.1_2 HF540466.1_2 HF540189.1_2 HF539551.1_1 HF540190.1_1 HF540190.1_2 HF540140.1_1 HF540466.1_1 HF539756.1_1 HF540218.1_1 HF539809.1_1 HF539764.1_1 HF539507.1_1 HF539570.1_1 
HF539557.1_2 HF540020.1_5 HF540020.1_23 HF539943.1_9 HF539726.1_2 HF540020.1_13 HF539931.1_4 HF540232.1_2 HF540020.1_17 HF540314.1_1 HF539739.1_1 HF539815.1_1 HF540357.1_2 
HF539931.1_3 HF540020.1_4 HF539943.1_10 HF539522.1_8 HF540172.1_14 HF539726.1_1 HF539557.1_1 HF540232.1_1 HF540206.1_1 HF540020.1_24 HF540070.1_1 HF540135.1_1 
HF539414.1_2 HF540442.1_5 HF539638.1_3 HF540458.1_1 HF539896.1_1 HF539518.1_6 HF540320.1_1 HF539539.1_1 HF539627.1_2 HF539892.1_1 
HF539600.1_1 HF539577.1_2 HF539907.1_1 HF539947.1_2 HF539749.1_2 HF539947.1_1 HF539396.1_1 HF539829.1_1 
HF540099.1_2 HF539979.1_2 HF539498.1_1 HF540467.1_3 HF540437.1_1 HF539384.1_1 HF539979.1_3 
HF540125.1_1 HF540188.1_2 HF539335.1_1 HF539953.1_1 HF539347.1_1 HF540243.1_1 HF539995.1_1 
HF540324.1_2 HF539328.1_14 HF539433.1_18 HF540232.1_3 HF540325.1_7 HF539701.1_1 
HF540174.1_2 HF539401.1_8 HF540461.1_4 HF539835.1_2 HF539638.1_11 HF539490.1_2 
HF539361.1_2 HF540236.1_1 HF539708.1_9 HF540305.1_2 HF540295.1_4 HF539726.1_5 
HF539828.1_4 HF539474.1_1 HF540432.1_9 HF539662.1_1 HF540306.1_2 HF540013.1_2 
HF539638.1_31 HF539708.1_4 HF540152.1_1 HF540325.1_12 HF539636.1_4 
HF540025.1_2 HF539776.1_1 HF540417.1_13 HF540025.1_1 HF539968.1_7 
HF540322.1_2 HF539929.1_12 HF539929.1_11 HF539549.1_1 HF539682.1_9 
HF539518.1_3 HF540449.1_10 HF539919.1_2 HF540258.1_3 HF539830.1_1 
HF539349.1_1 HF540020.1_1 HF540261.1_7 HF539489.1_1 HF540051.1_3 
HF539364.1_4 HF540252.1_2 HF540251.1_19 HF540376.1_2 
HF539828.1_3 HF539328.1_2 HF539518.1_7 HF539690.1_1 
HF540464.1_6 HF540328.1_3 HF540305.1_4 HF540064.1_7 
HF540269.1_3 HF539522.1_3 HF539561.1_11 HF540168.1_2 
HF539978.1_1 HF539901.1_1 HF540444.1_11 HF539512.1_1 
HF539688.1_2 HF539979.1_4 HF539353.1_3 HF540099.1_1 
HF540122.1_1 HF540195.1_1 HF539950.1_1 HF540195.1_2 
HF540146.1_3 HF539880.1_9 HF540084.1_3 HF539575.1_1 
HF539805.1_1 HF540080.1_3 HF539468.1_2 HF539568.1_1 
HF539363.1_1 HF539973.1_6 HF539943.1_12 HF540295.1_16 
HF539953.1_4 HF539773.1_6 HF539953.1_3 HF540184.1_2 
HF539584.1_3 HF540261.1_2 HF539561.1_10 HF539639.1_1 
HF540058.1_4 HF539697.1_1 HF539742.1_3 HF539935.1_7 
HF540154.1_2 HF539989.1_2 HF540278.1_1 HF540209.1_1 
HF540235.1_1 HF540172.1_1 HF539638.1_25 
HF539943.1_8 HF539859.1_6 HF540104.1_1 
HF540084.1_30 HF540092.1_2 HF539401.1_3 
HF539638.1_26 HF539416.1_4 HF540327.1_4 
HF540204.1_2 HF539755.1_4 HF540251.1_3 
HF540272.1_7 HF539563.1_2 HF539850.1_6 
HF539963.1_3 HF540399.1_3 HF540449.1_12 
HF539931.1_7 HF540461.1_2 HF539401.1_10 
HF540439.1_6 HF540084.1_18 HF540439.1_5 
HF540325.1_9 HF539401.1_9 HF540461.1_3 
HF539896.1_4 HF540122.1_2 HF540084.1_36 
HF540032.1_2 HF539624.1_1 HF539687.1_1 
HF540228.1_4 HF540228.1_9 HF540412.1_6 
HF540228.1_10 HF540228.1_3 HF540412.1_7 
HF540455.1_1 HF539889.1_3 HF539575.1_4 
HF540188.1_6 HF540261.1_6 HF539970.1_6 
HF540228.1_11 HF540228.1_2 HF540412.1_8 
HF539929.1_7 HF539755.1_2 HF540415.1_9 
HF540325.1_16 HF539896.1_2 HF540146.1_1 
HF539867.1_6 HF539867.1_5 HF540256.1_6 
HF540084.1_35 HF540122.1_3 HF539896.1_5 
HF539968.1_2 HF539759.1_4 HF539968.1_5 
HF540228.1_5 HF540228.1_8 HF540412.1_5 
HF539712.1_1 HF540100.1_1 HF539912.1_2 
HF540326.1_1 HF539479.1_1 HF539482.1_1 
HF539353.1_1 HF540299.1_6 HF540058.1_1 
HF540228.1_12 HF540228.1_1 HF540412.1_9 
HF540174.1_12 HF540272.1_1 
HF539836.1_1 
HF539893.1_4 
HF539946.1_5 
HF540142.1_1 
HF540181.1_2 
HF540251.1_5 
HF540393.1_2 
HF539377.1_1 
HF539452.1_4 
HF539637.1_3 
HF539927.1_1 
HF540183.1_1 
HF540213.1_1 
HF539416.1_10 
HF539432.1_1 
HF539743.1_1 
HF539845.1_1 
HF539929.1_8 
HF540084.1_13 
HF540296.1_1 
HF539513.1_1 
HF539587.1_1 
HF539678.1_1 
HF539678.1_24 
HF539925.1_18 
HF539984.1_6 
HF540174.1_11 
HF540336.1_3 
HF540433.1_3 
HF539345.1_4 
HF539451.1_32 
HF539531.1_1 
HF539720.1_3 
HF539732.1_5 
HF540253.1_1 
HF540256.1_10 
HF540299.1_3 
HF539416.1_21 
HF539520.1_6 
HF540151.1_2 
HF540380.1_2 
HF540456.1_5 
HF539451.1_52 
HF539520.1_9 
HF539645.1_1 
HF539775.1_3 
HF539782.1_1 
HF539972.1_1 
HF540000.1_2 
HF540160.1_2 
HF540196.1_1 
HF540309.1_1 
HF540360.1_1 
HF540431.1_8 
HF540455.1_6 
HF539417.1_10 
HF539544.1_1 
HF539615.1_1 
HF539917.1_1 
HF540120.1_1 
HF540207.1_5 
HF540251.1_4 
HF540340.1_31 
HF540341.1_1 
HF539454.1_1 
HF539515.1_1 
HF539638.1_37 
HF539777.1_1 
HF540224.1_1 
HF540336.1_1 
HF539337.1_1 
HF539352.1_7 
HF539372.1_1 
HF539436.1_1 
HF539540.1_1 
HF539550.1_1 
HF539559.1_1 
HF540061.1_2 
HF540435.1_1 
HF540463.1_4 
HF539637.1_4 
HF539847.1_1 
HF540106.1_2 
HF540211.1_2 
HF540219.1_1 
HF540242.1_1 
HF540376.1_1 
HF540448.1_16 
HF539673.1_8 
HF539678.1_17 
HF539719.1_1 
HF539754.1_2 
HF540030.1_2 
HF540194.1_1 
HF540251.1_12 
HF540260.1_1 
HF540295.1_9 
HF539680.1_4 
HF539791.1_1 
HF540154.1_1 
HF540193.1_1 
HF540340.1_28 
HF540368.1_1 
HF540427.1_5 
HF540457.1_1 
HF539351.1_5 
HF539352.1_3 
HF539581.1_1 
HF539638.1_7 
HF539818.1_1 
HF539971.1_6 
HF540063.1_4 
HF540126.1_11 
HF540234.1_1 
HF540251.1_29 
HF540400.1_3 
HF539451.1_9 
HF539452.1_1 
HF539463.1_1 
HF539582.1_1 
HF539585.1_1 
HF539610.1_1 
HF539659.1_1 
HF539808.1_1 
HF540094.1_1 
HF540251.1_11 
HF540426.1_1 
HF540455.1_21 
HF539492.1_1 
HF539540.1_2 
HF539718.1_1 
HF539968.1_11 
HF540034.1_3 
HF540086.1_2 
HF540295.1_3 
HF540325.1_4 
HF540406.1_1 
HF539351.1_9 
HF539388.1_2 
HF539413.1_3 
HF539584.1_9 
HF539650.1_2 
HF539934.1_1 
HF540223.1_7 
HF540455.1_25 
HF539330.1_1 
HF539422.1_1 
HF539433.1_11 
HF539462.1_1 
HF539631.1_1 
HF539714.1_3 
HF539728.1_1 
HF539760.1_10 
HF539893.1_5 
HF540084.1_20 
HF540223.1_3 
HF540226.1_5 
HF540251.1_22 
HF540285.1_1 
HF540448.1_2 
HF539409.1_1 
HF539483.1_1 
HF539546.1_15 
HF539566.1_3 
HF539586.1_1 
HF539638.1_32 
HF539646.1_6 
HF539814.1_1 
HF539833.1_1 
HF539886.1_9 
HF539935.1_1 
HF539985.1_2 
HF539996.1_1 
HF540084.1_6 
HF540304.1_2 
HF540426.1_2 
HF540457.1_15 
HF539346.1_2 
HF539717.1_2 
HF539971.1_4 
HF540065.1_5 
HF540389.1_1 
HF540429.1_13 
HF540434.1_1 
HF540462.1_13 
HF539493.1_1 
HF539708.1_18 
HF539886.1_6 
HF539893.1_1 
HF540095.1_1 
HF540417.1_16 
HF540438.1_2 
HF540443.1_3 
HF539461.1_2 
HF539486.1_2 
HF539597.1_2 
HF539643.1_3 
HF539757.1_1 
HF539885.1_2 
HF539971.1_11 
HF540062.1_2 
HF540133.1_2 
HF540134.1_1 
HF540139.1_1 
HF540251.1_14 
HF540252.1_7 
HF540294.1_1 
HF540297.1_3 
HF539333.1_1 
HF539457.1_1 
HF539642.1_2 
HF539839.1_1 
HF539846.1_2 
HF539969.1_1 
HF540174.1_8 
HF540251.1_16 
HF540339.1_2 
HF540436.1_9 
HF540443.1_4 
HF539351.1_11 
HF539385.1_1 
HF539417.1_26 
HF539682.1_7 
HF539952.1_1 
HF540018.1_1 
HF540248.1_1 
HF540255.1_1 
HF540340.1_19 
HF540448.1_6 
HF540459.1_4 
HF539427.1_1 
HF539564.1_6 
HF539564.1_9 
HF539759.1_2 
HF539788.1_2 
HF539802.1_5 
HF539811.1_2 
HF539827.1_1 
HF539857.1_2 
HF539925.1_7 
HF540084.1_4 
HF540144.1_1 
HF540211.1_1 
HF540275.1_1 
HF540456.1_2 
HF539392.1_1 
HF539591.1_6 
HF539657.1_5 
HF539676.1_4 
HF539856.1_1 
HF539870.1_1 
HF539967.1_2 
HF540156.1_1 
HF540371.1_2 
HF540457.1_12 
HF539476.1_2 
HF539674.1_4 
HF539744.1_1 
HF539775.1_2 
HF539780.1_6 
HF539795.1_8 
HF540444.1_6 
HF540448.1_5 
HF540452.1_30 
HF539388.1_5 
HF539433.1_24 
HF539521.1_1 
HF539527.1_1 
HF539547.1_2 
HF539678.1_3 
HF539804.1_2 
HF539907.1_2 
HF539915.1_1 
HF539925.1_6 
HF540008.1_1 
HF540039.1_2 
HF540164.1_2 
HF540201.1_1 
HF540203.1_1 
HF540340.1_13 
HF540351.1_1 
HF540414.1_3 
HF540418.1_2 
HF540444.1_3 
HF540462.1_7 
HF539475.1_3 
HF539575.1_5 
HF539795.1_13 
HF539841.1_1 
HF539896.1_8 
HF539965.1_1 
HF540039.1_3 
HF540124.1_5 
HF540197.1_1 
HF540392.1_1 
HF539357.1_1 
HF539367.1_1 
HF539388.1_4 
HF539475.1_2 
HF539725.1_1 
HF539913.1_1 
HF539933.1_1 
HF540172.1_17 
HF540417.1_11 
HF539433.1_10 
HF539433.1_15 
HF539580.1_1 
HF539673.1_3 
HF539688.1_1 
HF539760.1_9 
HF539971.1_12 
HF540227.1_6 
HF540240.1_1 
HF540241.1_3 
HF540424.1_1 
HF540444.1_5 
HF540457.1_10 
HF539499.1_3 
HF539695.1_1 
HF539767.1_5 
HF539882.1_5 
HF539944.1_1 
HF540012.1_1 
HF540086.1_16 
HF540316.1_1 
HF539554.1_1 
HF539622.1_1 
HF539650.1_1 
HF539655.1_1 
HF539759.1_1 
HF539772.1_1 
HF539880.1_3 
HF540020.1_8 
HF540299.1_1 
HF540338.1_1 
HF540449.1_7 
HF539433.1_16 
HF539565.1_1 
HF539649.1_1 
HF539943.1_3 
HF539963.1_2 
HF540185.1_4 
HF540198.1_3 
HF540460.1_8 
HF539407.1_5 
HF539543.1_1 
HF539566.1_15 
HF539932.1_3 
HF540079.1_1 
HF540113.1_1 
HF540158.1_1 
HF540213.1_9 
HF540280.1_1 
HF540369.1_6 
HF539428.1_1 
HF539509.1_6 
HF539516.1_1 
HF539768.1_1 
HF539796.1_1 
HF540073.1_1 
HF540090.1_1 
HF540119.1_1 
HF540143.1_1 
HF540143.1_2 
HF540168.1_7 
HF540245.1_1 
HF540281.1_1 
HF540340.1_30 
HF539395.1_1 
HF539443.1_1 
HF539451.1_16 
HF539592.1_1 
HF539626.1_2 
HF539638.1_15 
HF539795.1_14 
HF539932.1_1 
HF539942.1_1 
HF539968.1_10 
HF539971.1_13 
HF540054.1_2 
HF540408.1_1 
HF540429.1_9 
HF539338.1_1 
HF539355.1_1 
HF539403.1_3 
HF539890.1_12 
HF540010.1_1 
HF540256.1_2 
HF540295.1_13 
HF540302.1_2 
HF540393.1_1 
HF539439.1_7 
HF539693.1_1 
HF539736.1_2 
HF539854.1_1 
HF539966.1_2 
HF540006.1_1 
HF540011.1_1 
HF540150.1_2 
HF540205.1_1 
HF540290.1_1 
HF540455.1_24 
HF540460.1_13 
HF539637.1_1 
HF539653.1_2 
HF539708.1_15 
HF539708.1_21 
HF539761.1_2 
HF539862.1_3 
HF539935.1_5 
HF540084.1_44 
HF540161.1_1 
HF540251.1_26 
HF540349.1_2 
HF540457.1_23 
HF539332.1_1 
HF539368.1_1 
HF539370.1_1 
HF539430.1_1 
HF539518.1_1 
HF539588.1_1 
HF539790.1_1 
HF539846.1_3 
HF540163.1_1 
HF540165.1_1 
HF539340.1_2 
HF539340.1_3 
HF539371.1_3 
HF539529.1_1 
HF539661.1_2 
HF539671.1_1 
HF539680.1_2 
HF539801.1_1 
HF539855.1_1 
HF539926.1_1 
HF539971.1_5 
HF540174.1_15 
HF540258.1_1 
HF540372.1_1 
HF540378.1_4 
HF540410.1_1 
HF539647.1_1 
HF539653.1_1 
HF539658.1_2 
HF539691.1_1 
HF539736.1_1 
HF539810.1_2 
HF539918.1_1 
HF539966.1_3 
HF539983.1_5 
HF540023.1_1 
HF540172.1_19 
HF540301.1_1 
HF540324.1_1 
HF540369.1_3 
HF540448.1_7 
HF540462.1_10 
HF539378.1_1 
HF539485.1_2 
HF539607.1_1 
HF539611.1_1 
HF539742.1_1 
HF539956.1_9 
HF539964.1_1 
HF540083.1_3 
HF540109.1_1 
HF540188.1_1 
HF540304.1_1 
HF540340.1_25 
HF540464.1_8 
HF539708.1_8 
HF539846.1_1 
HF539851.1_8 
HF540386.1_1 
HF540457.1_2 
HF540464.1_1 
HF539348.1_2 
HF539478.1_5 
HF539574.1_1 
HF539575.1_2 
HF539922.1_1 
HF539932.1_2 
HF540084.1_41 
HF540176.1_1 
HF540198.1_2 
HF540216.1_1 
HF540323.1_1 
HF540417.1_18 
HF540429.1_10 
HF539366.1_1 
HF539417.1_19 
HF539486.1_1 
HF539546.1_14 
HF539601.1_1 
HF539608.1_1 
HF539665.1_1 
HF539886.1_3 
HF540112.1_1 
HF540172.1_6 
HF540175.1_1 
HF540355.1_1 
HF539505.1_2 
HF539508.1_1 
HF539594.1_1 
HF539682.1_10 
HF539852.1_1 
HF539880.1_5 
HF539890.1_13 
HF540045.1_2 
HF540111.1_1 
HF540266.1_1 
HF540361.1_1 
HF539329.1_1 
HF539535.1_1 
HF539827.1_2 
HF539904.1_2 
HF539927.1_3 
HF539946.1_3 
HF539980.1_1 
HF540155.1_2 
HF540229.1_2 
HF540273.1_1 
HF540411.1_1 
HF540433.1_10 
HF539713.1_3 
HF539763.1_1 
HF539811.1_1 
HF539883.1_1 
HF539890.1_7 
HF540054.1_1 
HF540325.1_14 
HF540359.1_1 
HF540397.1_1 
HF540415.1_11 
HF540446.1_3 
HF540449.1_4 
HF539418.1_1 
HF539472.1_1 
HF539476.1_1 
HF539609.1_1 
HF539651.1_1 
HF539732.1_6 
HF539771.1_15 
HF539872.1_2 
HF540114.1_1 
HF540122.1_5 
HF540123.1_1 
HF540416.1_2 
HF539375.1_1 
HF539407.1_7 
HF539501.1_1 
HF539503.1_3 
HF539536.1_1 
HF539546.1_16 
HF539638.1_23 
HF539663.1_6 
HF539894.1_1 
HF539985.1_1 
HF540164.1_1 
HF540241.1_1 
HF540371.1_1 
HF540378.1_3 
HF540403.1_1 
HF539672.1_1 
HF539680.1_1 
HF539732.1_3 
HF539771.1_18 
HF539817.1_2 
HF539868.1_2 
HF539889.1_12 
HF540043.1_3 
HF540064.1_10 
HF540186.1_3 
HF540312.1_1 
HF539425.1_1 
HF539481.1_2 
HF539620.1_1 
HF539771.1_16 
HF539881.1_1 
HF539945.1_1 
HF539971.1_3 
HF540039.1_4 
HF540084.1_17 
HF540115.1_1 
HF540282.1_1 
HF540457.1_5 
HF539379.1_2 
HF539382.1_2 
HF539503.1_2 
HF539623.1_2 
HF539680.1_7 
HF539891.1_4 
HF540094.1_2 
HF540136.1_1 
HF540167.1_1 
HF540194.1_2 
HF540262.1_1 
HF540270.1_1 
HF540436.1_8 
HF540457.1_4 
HF539494.1_1 
HF539616.1_1 
HF539638.1_8 
HF539679.1_2 
HF539697.1_2 
HF539734.1_1 
HF539895.1_7 
HF540046.1_1 
HF540159.1_2 
HF540177.1_2 
HF540204.1_4 
HF540329.1_1 
HF539376.1_1 
HF539469.1_3 
HF539532.1_1 
HF539713.1_2 
HF539737.1_2 
HF539960.1_2 
HF539971.1_9 
HF539982.1_1 
HF540061.1_1 
HF540349.1_1 
HF540387.1_1 
HF539373.1_10 
HF539475.1_4 
HF539496.1_2 
HF539752.1_5 
HF539795.1_12 
HF539802.1_1 
HF539941.1_2 
HF540032.1_3 
HF540151.1_1 
HF540252.1_1 
HF540297.1_1 
HF540300.1_1 
HF540301.1_2 
HF540340.1_4 
HF540386.1_2 
HF539386.1_1 
HF539698.1_1 
HF539862.1_1 
HF540174.1_5 
HF540198.1_1 
HF540242.1_2 
HF539416.1_20 
HF539510.1_6 
HF539560.1_2 
HF539644.1_1 
HF539678.1_7 
HF539879.1_1 
HF539881.1_2 
HF540036.1_1 
HF540158.1_2 
HF540177.1_1 
HF540233.1_1 
HF540283.1_1 
HF539795.1_1 
HF539886.1_7 
HF540260.1_3 
HF539534.1_1 
HF539661.1_1 
HF539666.1_1 
HF539929.1_2 
HF540447.1_6 
HF539638.1_24 
HF539646.1_3 
HF539817.1_1 
HF539853.1_1 
HF540000.1_1 
HF540037.1_1 
HF540042.1_1 
HF540067.1_7 
HF540301.1_3 
HF540367.1_1 
HF540445.1_7 
HF539429.1_1 
HF539682.1_3 
HF539871.1_1 
HF540121.1_1 
HF540168.1_9 
HF540174.1_14 
HF540340.1_3 
HF540345.1_2 
HF540364.1_1 
HF539504.1_3 
HF539599.1_1 
HF539759.1_3 
HF539862.1_5 
HF539912.1_1 
HF540097.1_5 
HF540292.1_3 
HF540295.1_7 
HF540297.1_15 
HF540340.1_15 
HF540461.1_1 
HF539327.1_1 
HF539364.1_1 
HF539420.1_1 
HF539635.1_1 
HF539678.1_20 
HF539691.1_3 
HF539755.1_3 
HF539908.1_4 
HF539969.1_2 
HF539994.1_2 
HF540071.1_1 
HF540071.1_2 
HF540075.1_2 
HF540204.1_3 
HF540416.1_21 
HF540419.1_2 
HF540463.1_7 
HF539337.1_2 
HF539451.1_49 
HF539496.1_1 
HF539503.1_1 
HF539541.1_2 
HF539609.1_2 
HF539720.1_2 
HF539741.1_1 
HF539806.1_1 
HF539527.1_2 
HF539553.1_1 
HF539640.1_1 
HF539669.1_1 
HF539749.1_6 
HF539947.1_3 
HF540153.1_2 
HF540284.1_1 
HF540400.1_2 
HF539431.1_1 
HF539444.1_1 
HF539488.1_2 
HF539612.1_1 
HF539698.1_8 
HF539773.1_4 
HF539989.1_1 
HF540004.1_1 
HF540098.1_1 
HF540257.1_3 
HF540353.1_1 
HF540401.1_2 
HF539407.1_1 
HF539465.1_1 
HF539632.1_1 
HF539968.1_6 
HF540357.1_1 
HF540432.1_1 
HF539451.1_15 
HF539475.1_1 
HF539575.1_6 
HF540068.1_1 
HF540110.1_2 
HF540172.1_9 
HF540297.1_14 
HF540357.1_3 
HF540464.1_11 
HF539420.1_2 
HF539530.1_2 
HF539546.1_8 
HF539637.1_5 
HF539638.1_28 
HF540081.1_1 
HF540317.1_1 
HF540455.1_27 
HF540460.1_7 
HF539673.1_6 
HF539749.1_1 
HF539770.1_1 
HF539873.1_1 
HF539956.1_8 
HF540162.1_2 
HF540340.1_16 
HF540375.1_1 
HF540388.1_1 
HF539339.1_2 
HF539494.1_2 
HF539621.1_1 
HF539687.1_7 
HF539706.1_1 
HF539884.1_1 
HF539937.1_2 
HF540091.1_1 
HF540229.1_1 
HF540352.1_2 
HF540401.1_1 
HF539429.1_4 
HF539536.1_3 
HF539542.1_1 
HF539591.1_2 
HF539724.1_3 
HF539908.1_3 
HF540249.1_2 
HF540369.1_1 
HF539433.1_20 
HF539546.1_25 
HF539563.1_3 
HF539975.1_1 
HF540004.1_2 
HF540084.1_25 
HF540116.1_1 
HF540448.1_11 
HF540463.1_8 
HF540464.1_12 
HF539415.1_1 
HF539553.1_2 
HF539664.1_1 
HF539939.1_1 
HF540105.1_6 
HF540160.1_6 
HF540193.1_2 
HF540272.1_13 
HF540433.1_14 
HF539546.1_5 
HF539593.1_1 
HF539720.1_1 
HF540204.1_1 
HF540231.1_3 
HF540340.1_24 
HF540449.1_1 
HF539577.1_3 
HF539765.1_7 
HF539914.1_1 
HF539946.1_6 
HF540336.1_4 
HF540340.1_14 
HF539353.1_5 
HF539625.1_1 
HF539700.1_1 
HF539760.1_12 
HF539951.1_1 
HF539983.1_2 
HF540127.1_1 
HF540180.1_1 
HF539638.1_9 
HF539678.1_22 
HF539750.1_2 
HF539866.1_1 
HF540292.1_1 
HF540460.1_6 
HF539339.1_3 
HF539442.1_2 
HF539477.1_1 
HF539617.1_1 
HF539712.1_2 
HF539908.1_2 
HF540044.1_2 
HF539359.1_1 
HF539645.1_5 
HF539851.1_1 
HF539865.1_1 
HF539925.1_14 
HF540241.1_7 
HF540346.1_1 
HF540396.1_2 
HF540416.1_13 
HF540437.1_2 
HF539726.1_6 
HF540022.1_2 
HF540210.1_1 
HF540380.1_1 
HF539352.1_1 
HF539390.1_1 
HF539478.1_7 
HF539485.1_1 
HF539617.1_2 
HF539626.1_4 
HF539832.1_2 
HF539953.1_8 
HF540187.1_1 
HF540381.1_1 
HF539343.1_1 
HF539423.1_6 
HF539659.1_2 
HF539735.1_1 
HF539755.1_5 
HF539804.1_1 
HF539884.1_2 
HF539954.1_2 
HF540353.1_2 
HF539333.1_2 
HF539461.1_1 
HF539623.1_1 
HF539626.1_10 
HF539678.1_18 
HF539681.1_2 
HF539971.1_14 
HF540226.1_6 
HF540257.1_1 
HF540395.1_1 
HF539412.1_1 
HF539452.1_5 
HF539535.1_2 
HF540003.1_2 
HF540016.1_1 
HF540063.1_1 
HF540179.1_8 
HF540287.1_1 
HF540418.1_1 
HF539758.1_3 
HF540126.1_6 
HF539674.1_2 
HF540038.1_1 
HF540202.1_2 
HF540339.1_1 
HF540396.1_1 
HF540420.1_1 
HF539407.1_10 
HF539444.1_6 
HF539537.1_7 
HF539560.1_1 
HF539616.1_2 
HF539788.1_1 
HF539810.1_1 
HF539878.1_3 
HF540052.1_1 
HF540226.1_9 
HF540312.1_2 
HF540456.1_4 
HF540464.1_9 
HF539406.1_1 
HF540108.1_1 
HF540153.1_1 
HF540447.1_7 
HF539413.1_1 
HF539504.1_1 
HF539666.1_2 
HF540465.1_1 
HF540388.1_2 
HF540442.1_1 
HF540447.1_1 
HF540454.1_1 
HF539456.1_2 
HF539619.1_1 
HF539382.1_3 
HF539823.1_1 
HF540078.1_1 
HF539521.1_2 
HF539904.1_1 
HF540451.1_4 
HF539692.1_2 
HF539693.1_2 
HF539960.1_1 
HF539703.1_1 
HF540455.1_30 
